Kod producenta;ean;id JMK;Producent;Bieżnik;Sezon;Rodzaj;nazwa;szerokosc;profil;srednica;Indeks prędkości 1;Indeks Prędkości 2;Indeks Nośność 1;Indeks Nośność 2;Zamiennik;System;Magazyn 1 ilosc;Magazyn 2 ilosc;Cena detal netto;Cena klient netto;Opór toczenia;Przyczepność;Hałas Klasa;Hałas dB;Dot;Konstrukcja;Masa brutto;EPRELURL;Informacje_dodatkowe
5002611660000;8590341066459;5180;Cultor;AGRO-INDUSTRIAL 10;;rolnicze;OPONA 17.5-24 (17.5L-24) AGRO-INDUSTRIAL 10 12PR TL Cultor;17.5;;24;;;12PR;;17.5L-24;;1;1;1980,00;1306,80;;;;;;-;85 kg;;
5002611700000;8590341066442;3563;Cultor;INDUSTRIAL 10;;przemysłowe;OPONA 17.5-24 (17.5L-24) INDUSTRIAL 10 12PR TL Cultor;17.5;;24;;;12PR;;17.5L-24;;4;4;1980,00;1306,80;;;;;;-;85 kg;;
5002614710000;8590341052070;4760;Cultor;AS-AGRI19;;rolnicze;OPONA 12.4-24 (320/85-24) AS-AGRI19 8PR TL Cultor;12.4;;24;;;8PR;;320/85-24;;1;1;1082,00;714,12;;;;;;-;40 kg;;
5011514950000;0440000080563;56069;Mitas;AC90;;rolnicze;OPONA 11.2R42 (300/85R42) AC90 144A8/141A8 TL Mitas;11.2;;42;A8;A8;144;141;300/85R42;;8;8;3299,00;2177,34;;;;;;R;0;;
5011514960000;8590341070548;26947;Mitas;AC90;;rolnicze;OPONA 12.4R42 (300/95R42) AC90 147A8/144B TL Mitas;12.4;;42;A8;B;147;144;300/95R42;;8;8;3473,00;2292,18;;;;;;R;0;;
5011515380000;8590341074690;41266;Mitas;AC70T;;rolnicze;OPONA 280/70R16 AC70T 112A8/112B TL Mitas;280;70;16;A8;B;112;112;;;4;4;1298,00;856,68;;;;;;R;0;;
5012614820000;8590341100733;29948;Cultor;RD01;;rolnicze;OPONA 20.8R42 (520/85R42) RD01 162B TL Cultor;20.8;;42;B;;162;;520/85R42;;1;1;5300,00;3498,00;;;;;;R;213 kg;;
5012615110000;8590341099327;29757;Cultor;RD01;;rolnicze;OPONA 13.6R24 (340/85R24) RD01 125A8/122B TL Cultor;13.6;;24;A8;B;125;122;340/85R24;;2;2;1544,00;1019,04;;;;;;R;59 kg;;
5012615150000;8590341099303;34766;Cultor;RD01;;rolnicze;OPONA 16.9R30 (420/85R30) RD01 140A8/137B TL Cultor;16.9;;30;A8;B;140;137;420/85R30;;1;1;2510,00;1656,60;;;;;;R;100 kg;;
5012615210000;8590341099594;29889;Cultor;RD01;;rolnicze;OPONA 20.8R38 (520/85R38) RD01 155A8/152B TL Cultor;20.8;;38;A8;B;155;152;520/85R38;TL;2;2;4891,00;3228,06;;;;;;R;190 kg;;
5017215580000;8059971005424;44849;Trelleborg;TH500;;rolnicze;OPONA 460/70R24 (17.5R24) TH500 159A8/159B TL Trelleborg;460;70;24;A8;B;159;159;17.5R24;;1;1;4907,00;2747,92;;;;;;R;55,4 kg;;
5017215580001;0440000112493;88017;Trelleborg;TH500;;rolnicze;OPONA 460/70R24 (17.5R24) TH500 159A8/159B TL Trelleborg;460;70;24;A8;B;159;159;17.5R24;;1;1;4768,00;2670,08;;;;;;R;0;;
520276;3528705202767;51017;BFGoodrich;ROUTE CONTROL S;;ciężarowe;OPONA 265/70R19.5 ROUTE CONTROL S 140/138M M+S FRONT BFGoodrich (C,B,1,68dB);265;70;19.5;;M;140;138;;;2;2;1910,00;1012,30;C;B;1;68dB;;R;0;;
53305512AL-IG;0440000010171;62513;Alliance;533;;przemysłowe;OPONA 16.9-28 (420/85-28) 533 12PR TL Alliance;16.9;;28;;;12PR;;420/85-28;;1;1;2481,00;1612,65;;;;;;-;91 kg;;
53305522AL-IN;8903635009313;3472;Alliance;533 HD;;przemysłowe;OPONA 16.9-28 (420/85-28) 533 HD 12PR TL Alliance;16.9;;28;;;12PR;;420/85-28;;6;6;2875,00;1868,75;;;;;;-;91 kg;;
53310205AL-IG;0440000079307;72661;Alliance;533;;przemysłowe;OPONA 16.9-24 (420/85-24) 533 12PR TL Alliance;16.9;;24;;;12PR;;420/85-24;;6;6;2206,00;1433,90;;;;;;-;66 kg;;
53311008AL-IN;8903635001218;923;Alliance;533;;przemysłowe;OPONA 17.5-24 (17.5L-24) 533 10PR TL Alliance;17.5;;24;;;10PR;;17.5L-24;;2;2;2252,00;1463,80;;;;;;-;85 kg;;
53312004AL-IN;8903635001232;3593;Alliance;533;;przemysłowe;OPONA 19.5-24 (19.5L-24) 533 12PR TL Alliance;19.5;;24;;;12PR;;19.5L-24;;6;6;2800,00;1820,00;;;;;;-;86 kg;;
53316323AL-IN;8903635009320;3993;Alliance;533;;przemysłowe;OPONA 18.4-26 533 12PR HEAVY DUTY TL Alliance;18.4;;26;;;12PR;;;HD TL;4;4;3113,00;2023,45;;;;;;-;90 kg;;
53350015AL-IN;8903635001607;4984;Alliance;533;;przemysłowe;OPONA 15.5/80-24 (400/80-24) 533 12PR TT Alliance;15.5;80;24;;;12PR;;400/80-24;;6;6;2350,00;1527,50;;;;;;-;74 kg;;
53350022AL-IN;8903635002123;4983;Alliance;533;;przemysłowe;OPONA 15.5/80-24 (400/80-24) 533 12PR TL Alliance;15.5;80;24;;;12PR;;400/80-24;;1;1;2400,00;1560,00;;;;;;-;74 kg;;
534025;3528705340254;92998;Michelin;X MULTI D2;;ciężarowe;OPONA 265/70R19.5 X MULTI D2 140/138M 3PMSF M+S DRIVE Michelin (C,C,A,73dB);265;70;19.5;;M;140;138;;;8;8;2682,00;1555,56;C;C;A;73dB;;R;0 kg;https://eprel.ec.europa.eu/screen/product/tyres/2161774;
54200107AL-IG;8903635011316;76057;Alliance;I-1 RIB IMPLEMENT;;rolnicze;OPONA 11-15 (11L-15SL) I-1 RIB IMPLEMENT 12PR TL Alliance;11;;15;;;12PR;;11L-15SL;;11;11;728,00;473,20;;;;;;-;0;;
5435;0440000009595;8233;Firestone;MAXI TRACTION;;rolnicze;OPONA 600/65R28 MAXI TRACTION 154D/151E TL Firestone;600;65;28;D;E;154;151;;;2;2;13421,00;4160,51;;;;;;R;0;;
5437;3286340543712;74603;Firestone;MAXTRAC;;rolnicze;OPONA 600/70R28 MAXTRAC 157D/154E Firestone;600;70;28;D;E;157;154;;;2;2;16994,00;5608,02;;;;;;R;0 kg;;
